Exchange Id,Website,Name,Data Start,Data End,Data Quote Start,Data Quote End,Data Symbols Count,Volume 1hrs Usd,Volume 1day Usd,Volume 1mth Usd,Data Orderbook Start,Data Orderbook End,Data Trade Start,Data Trade End
COINGI,https://coingi.com/,Coingi,2017-09-10,2021-05-20,2018-01-24T00:21:48.4137019Z,2021-05-20T17:42:40.0223439Z,28,0,125187.24,887596.74,2018-01-24T00:21:48.4137019Z,2020-08-05T14:37:03.0595643Z,2017-09-10T07:59:21.0000000Z,2021-05-20T17:30:04.0966667Z
1BTCXE,https://1btcxe.com/,1Btcxe,2018-01-23,2019-08-06,2018-01-24T00:42:37.6443449Z,2019-08-06T11:12:15.4810000Z,29,0,0,0,2018-01-24T00:42:37.6443449Z,2019-08-06T11:12:15.4810000Z,2018-01-23T09:58:13.0000000Z,2018-06-18T12:01:54.0000000Z
NOVA,https://novaexchange.com/,Novaexchange,2016-04-08,2019-10-07,2018-01-24T00:21:54.1944779Z,2019-10-07T14:40:13.5873553Z,3034,0,0,0,2018-01-24T00:21:54.1944779Z,2019-10-07T14:40:13.5873553Z,2016-04-08T02:59:15.0000000Z,2019-10-07T09:18:00.0000000Z
COINSECURE,https://coinsecure.in/,Coinsecure,2018-01-24,2018-04-10,2018-01-24T00:21:45.2925018Z,2018-04-10T05:55:15.8720000Z,1,0,0,0,2018-01-24T00:21:45.2925018Z,2018-04-10T05:55:15.8720000Z,2018-01-24T18:15:31.9200000Z,2018-04-10T03:54:07.4020000Z
VBTC,https://vbtc.vn/,VBTC.VN,2014-08-15,2021-05-20,2017-03-14T20:05:02.3943786Z,2021-05-20T17:30:00.9400000Z,5,0,0,0,2017-03-14T20:05:02.3943786Z,2020-08-05T14:34:57.4067142Z,2014-08-15T17:27:03.0000000Z,2018-03-09T21:58:24.8810000Z
FOXBIT,https://foxbit.com.br/,Foxbit,2014-12-11,2021-04-30,2017-03-18T22:53:42.1600307Z,2021-04-30T07:45:06.4728213Z,1,0,0,0,2017-03-18T22:53:42.1600307Z,2020-08-05T11:50:56.9808233Z,2014-12-11T10:31:07.0000000Z,2014-12-14T14:07:14.0000000Z
CHILEBIT,https://chilebit.net/,CHILEBIT,2014-12-12,2021-02-09,2017-03-18T22:53:41.7026460Z,2021-02-09T15:47:03.5138958Z,1,0,0,0,2017-03-18T22:53:41.7026460Z,2020-08-05T11:47:48.3514633Z,2014-12-12T16:36:44.0000000Z,2015-04-29T17:27:49.0000000Z
URDUBIT,https://urdubit.com/,URDUBIT,2014-10-14,2018-09-17,2017-03-18T22:53:43.0074017Z,2018-09-17T10:29:55.2038175Z,1,0,0,0,2017-03-18T22:53:43.0074017Z,2018-09-17T10:29:55.2038175Z,2014-10-14T04:46:00.0000000Z,2015-02-21T05:56:02.0000000Z
SURBITCOIN,https://surbitcoin.com/,SurBitcoin,2014-08-15,2021-04-30,2017-03-18T22:53:39.8859603Z,2021-04-30T07:45:00.6359798Z,1,0,0,0,2017-03-18T22:53:39.8859603Z,2020-08-05T11:57:02.3602704Z,2014-08-15T17:27:03.0000000Z,2015-02-19T16:03:23.0000000Z
WAVESPLATFORM,http://www.wavesplatform.com/,Waves Decentralized Exchange,2019-04-26,2020-07-26,2017-03-18T22:53:39.8859603Z,2021-04-30T07:45:00.6359798Z,828,0,0,0,2017-03-18T22:53:39.8859603Z,2020-08-05T11:57:02.3602704Z,2019-04-26T03:02:46.3080000Z,2020-07-26T21:53:59.7030000Z
DUEDEX,https://duedex.com/,DueDEX,2020-01-09,2021-05-20,2020-01-09T15:14:50.8135995Z,2021-05-20T17:30:00.9400000Z,1,1084274006,833081565486,11407915774828,2020-01-09T15:14:50.8135995Z,2020-08-05T14:37:10.6594873Z,2020-01-09T15:14:56.9880000Z,2021-05-20T17:30:04.0966667Z
OVEX,https://www.ovex.io/,OVEX,2020-05-10,2021-04-25,2020-05-10T21:44:43.3162308Z,2021-04-25T01:14:54.6565030Z,5,0,0,0,2020-05-10T21:44:43.3162308Z,2020-08-05T14:35:33.8524462Z,2020-08-02T08:24:45.0000000Z,2021-04-14T08:14:00.0000000Z
HUOBIKR,https://www.huobi.co.kr/,Huobi Korea,2020-01-15,2021-05-20,2020-01-15T16:41:21.2798163Z,2021-05-20T17:42:55.1656619Z,893,856905366.5,26469811804,819891992133,2020-01-15T16:41:21.2798163Z,2020-08-05T14:37:58.9095501Z,2020-01-15T16:41:21.3960000Z,2021-05-20T17:30:04.0966667Z
COINHUB,https://coinhub.io/,Coinhub,2018-11-29,2020-09-09,2019-04-18T12:50:27.9351772Z,2020-09-09T21:11:33.1786992Z,36,0,0,0,2019-04-18T12:50:27.9351772Z,2020-07-28T14:46:15.4604711Z,2018-11-29T15:56:57.0000000Z,2020-09-05T17:11:27.0000000Z
BITVAST,https://www.bitvast.com/,Bitvast,2020-05-05,2021-05-20,2020-05-05T13:01:32.5948284Z,2021-05-20T17:40:52.6873089Z,15,22930836.82,816784350.9,5812958288,2020-05-05T13:01:32.5948284Z,2020-08-05T14:37:51.9379819Z,2020-05-11T02:05:26.0000000Z,2021-05-20T17:30:04.0966667Z
IDCM,https://www.idcm.io/,IDCM,2019-02-03,2021-05-20,2019-02-05T23:29:27.8946927Z,2021-05-20T17:40:19.9573852Z,67,7918232.91,325434740,12833265844,2019-02-05T23:29:27.8946927Z,2020-08-05T14:37:41.4411716Z,2019-02-03T15:53:24.0000000Z,2021-05-20T17:30:04.0966667Z
BITVAVO,https://bitvavo.com,Bitvavo,2020-05-05,2021-05-20,2020-05-05T13:01:26.5780423Z,2021-05-20T17:42:49.3825935Z,151,24444324.69,613481421.7,10051197487,2020-05-05T13:01:26.5780423Z,2020-08-05T14:37:08.8610128Z,2020-05-05T13:19:30.6410000Z,2021-05-20T17:30:04.0966667Z
XS2,https://xs2.exchange/,XS2,2019-04-18,2019-08-06,2019-04-18T13:01:43.4096374Z,2019-08-06T12:04:33.7215024Z,104,0,0,0,2019-04-18T13:01:43.4096374Z,2019-08-06T12:04:33.7215024Z,2019-04-21T03:14:14.1460000Z,2019-04-21T03:14:14.1460000Z
BITKUB,https://www.bitkub.com/,Bitkub,2019-04-16,2021-05-20,2019-04-16T18:32:57.0850620Z,2021-05-20T17:42:39.6196330Z,46,36180564.09,1433638557,24620442235,2019-04-16T18:32:57.0850620Z,2020-08-05T14:37:24.2549762Z,2020-02-28T14:29:56.0000000Z,2021-05-20T17:30:04.0966667Z
COINCORNER,https://www.coincorner.com/,CoinCorner,2018-04-13,2020-07-28,2019-10-01T17:21:35.8361975Z,2020-07-28T15:10:31.3706473Z,2,0,0,0,2019-10-01T17:21:35.8361975Z,2020-07-28T15:10:31.3706473Z,2018-04-13T13:31:54.0000000Z,2018-04-13T13:31:54.0000000Z
EZBTC,https://www.ezbtc.ca/,ezBtc,2019-04-05,2019-08-25,2019-04-08T15:33:51.6786671Z,2019-08-25T21:44:43.9443608Z,1,0,0,0,2019-04-08T15:33:51.6786671Z,2019-08-25T21:44:43.9443608Z,2019-04-05T06:19:12.0000000Z,2019-08-13T14:26:33.0000000Z
HUOBIIND,https://www.huobi.com.co/,Huobi Indonesia,2020-05-05,2021-05-20,2020-05-05T00:00:00.0628272Z,2021-05-20T17:42:49.6593407Z,123,161935664.5,6630316021,354885207375,2020-05-05T00:00:00.0628272Z,2020-08-05T14:37:45.1728186Z,2020-05-05T13:17:55.9760000Z,2021-05-20T17:30:04.0966667Z
STRONGHOLD,https://stronghold.co/,Stronghold,2019-04-08,2019-04-30,2019-04-08T15:17:54.1560666Z,2019-04-30T22:53:43.8462303Z,9,0,0,0,2019-04-08T15:17:54.1560666Z,2019-04-30T22:53:43.8462303Z,2019-04-08T08:19:05.0000000Z,2019-04-25T19:23:28.0000000Z
DIGIFINEX,https://www.digifinex.com/,DigiFinex,2019-02-19,2020-07-28,2019-02-19T17:11:50.0000000Z,2020-07-28T15:13:38.2242862Z,635,0,0,0,2019-02-19T17:11:50.0000000Z,2020-07-28T15:13:38.2242862Z,2019-02-19T09:23:18.0000000Z,2020-07-28T15:14:00.0000000Z
HUOBIFTS,https://futures.huobi.com/,Huobi Futures,2021-04-19,2021-05-20,2021-04-19T10:42:01.7393191Z,2021-05-20T17:42:50.5723254Z,394,1450306127292,37081825048867,638402205006839,2019-02-19T17:11:50.0000000Z,2020-07-28T15:13:38.2242862Z,2021-04-19T10:41:09.9810000Z,2021-05-20T17:30:04.0966667Z
ALTILLY,https://www.altilly.com/,Altilly,2019-10-01,2020-12-25,2019-10-01T17:36:25.1190952Z,2020-12-25T20:26:53.5669236Z,1468,0,0,0,2019-10-01T17:36:25.1190952Z,2020-08-05T14:37:35.7864275Z,2019-10-01T17:52:17.0000000Z,2020-12-25T20:22:27.0000000Z
ANXPRO,https://anxpro.com/,ANXPro,2018-01-24,2019-08-06,2018-01-24T00:42:31.5662178Z,2019-08-06T11:10:04.4630000Z,19,0,0,0,2018-01-24T00:42:31.5662178Z,2019-08-06T11:10:04.4630000Z,2019-10-01T17:52:17.0000000Z,2020-12-25T20:22:27.0000000Z
ABCC,https://abcc.com/,ABCC,2019-10-01,2021-05-20,2019-10-01T17:18:52.9628053Z,2021-05-20T17:39:02.9988725Z,124,0,0,0,2019-10-01T17:18:52.9628053Z,2020-08-05T14:36:00.9708954Z,2019-10-01T17:52:17.0000000Z,2020-12-25T20:22:27.0000000Z
BUDA,https://www.buda.com/,Buda,2019-04-08,2021-05-20,2019-04-08T15:18:03.9526203Z,2021-05-20T17:41:44.1599414Z,19,490100.84,14715637.21,184206439.3,2019-04-08T15:18:03.9526203Z,2020-05-10T21:47:07.6000323Z,2019-04-08T15:20:23.7300000Z,2021-05-20T17:30:04.0966667Z
HEATWALLET,https://heatwallet.com/,Heat Wallet,2019-04-08,2021-05-20,2019-04-08T15:18:03.9526203Z,2021-05-20T17:41:44.1599414Z,22,0,0,0,2019-04-08T15:18:03.9526203Z,2020-05-10T21:47:07.6000323Z,2019-04-08T15:20:23.7300000Z,2021-05-20T17:30:04.0966667Z
BINANCEOPTVUAT,https://www.binance.com/,Binance Options Vanilla Testnet (vapi),2021-02-18,2021-03-13,2021-02-18T14:41:41.3040000Z,2021-03-13T22:07:17.0100000Z,12,0,0,0,2019-04-08T15:18:03.9526203Z,2020-05-10T21:47:07.6000323Z,2019-04-08T15:20:23.7300000Z,2021-05-20T17:30:04.0966667Z
BITSTORAGE,https://bitstorage.finance/,BITStorage,2020-05-05,2021-05-20,2020-05-05T16:55:33.1626651Z,2021-05-20T17:39:54.9477357Z,41,282267.14,6836022.27,144552272.8,2020-05-05T16:55:33.1626651Z,2020-08-05T14:37:26.8143232Z,2020-05-05T18:59:59.0000000Z,2021-05-20T17:30:04.0966667Z
BITMAX,https://ascendex.com/,Bitmax (AscendEX),2019-04-08,2021-05-20,2019-04-08T15:17:56.3251936Z,2021-05-20T17:42:54.1885065Z,361,6340173.91,217131646.4,4728024740,2019-04-08T15:17:56.3251936Z,2020-03-20T21:01:47.1752553Z,2019-04-08T15:18:02.5080000Z,2021-05-20T17:30:04.0966667Z
BIGONE,https://big.one/,BigONE,2018-09-20,2021-05-20,2019-04-08T15:28:53.6306458Z,2021-05-20T17:42:31.5515500Z,377,1065258081,31037071988,581619837052,2019-04-08T15:28:53.6306458Z,2020-08-05T14:37:49.0286205Z,2018-09-20T13:55:53.0000000Z,2021-05-20T17:30:04.0966667Z
TOPBTC,https://topbtc.com/,TOPBTC,2019-10-03,2021-05-20,2019-10-03T16:59:06.3521131Z,2021-05-20T17:41:28.1117853Z,72,0,0,0,2019-10-03T16:59:06.3521131Z,2020-08-05T14:38:17.5113913Z,2018-09-20T13:55:53.0000000Z,2021-05-20T17:30:04.0966667Z
OCEANEX,https://oceanex.pro/,OceanEx,2019-09-16,2021-05-20,2019-10-01T15:58:54.5097198Z,2021-05-20T17:42:50.5752524Z,101,15708493.09,450832887.2,16058712676,2019-10-01T15:58:54.5097198Z,2020-08-05T14:37:35.4576340Z,2019-09-16T19:31:03.0000000Z,2021-05-20T17:30:04.0966667Z
COINEGG,https://www.coinegg.com/,COINEGG,2019-04-08,2021-05-20,2019-04-08T15:19:03.6052763Z,2021-05-20T17:38:15.3078527Z,407,0,0,0,2019-04-08T15:19:03.6052763Z,2020-08-05T14:37:16.3204791Z,2019-09-16T19:31:03.0000000Z,2021-05-20T17:30:04.0966667Z
FOLGORY,https://folgory.com/,Folgory,2020-09-16,2021-05-20,2020-09-22T14:53:06.1317446Z,2021-05-20T17:42:56.4038650Z,328,3778655.58,97856891.74,2400652729,2019-04-08T15:19:03.6052763Z,2020-08-05T14:37:16.3204791Z,2020-09-16T14:42:58.0000000Z,2021-05-20T17:30:04.0966667Z
NEGOCIECOINS,http://www.negociecoins.com.br/,Negocie Coins,2019-04-08,2019-09-01,2019-04-08T15:17:57.9165736Z,2019-09-01T02:57:08.8225151Z,7,0,0,0,2019-04-08T15:17:57.9165736Z,2019-09-01T02:57:08.8225151Z,2020-09-16T14:42:58.0000000Z,2021-05-20T17:30:04.0966667Z
OTCBTC,https://otcbtc.com/,OTCBTC,2018-02-10,2021-05-20,2019-04-08T15:18:07.0167609Z,2021-05-20T17:30:00.9400000Z,99,0,0,1440.54,2019-04-08T15:18:07.0167609Z,2020-08-05T11:54:52.8737021Z,2018-02-10T01:03:31.0000000Z,2021-05-20T17:30:04.0966667Z
KOINEKS,https://koineks.com/,Koineks,2019-10-01,2020-03-24,2019-10-01T17:25:57.0756373Z,2020-03-24T12:55:01.6822612Z,18,0,0,0,2019-10-01T17:25:57.0756373Z,2020-03-24T12:55:01.6822612Z,2018-02-10T01:03:31.0000000Z,2021-05-20T17:30:04.0966667Z
TOKENOMY,https://tokenomy.com/,Tokenomy,2018-09-15,2021-05-20,2019-04-08T15:17:58.6208307Z,2021-05-20T17:41:10.1898323Z,66,89041.07,5572357.26,279110127.2,2019-04-08T15:17:58.6208307Z,2020-08-05T14:37:41.3290601Z,2018-09-15T10:07:08.0000000Z,2021-05-20T17:30:04.0966667Z
GATEHUB,https://www.gatehub.net/,Gatehub,2021-03-02,2021-05-20,2021-03-05T11:27:04.6783039Z,2021-05-20T17:42:31.6884129Z,12,0,0,47382342.52,2019-04-08T15:17:58.6208307Z,2020-08-05T14:37:41.3290601Z,2021-03-02T18:05:52.0000000Z,2021-05-20T17:30:04.0966667Z
GOPAXKR,https://www.gopax.co.kr/,GOPAX Korea,2019-02-22,2021-05-20,2019-06-15T19:57:09.0995140Z,2021-05-20T17:42:27.7405677Z,200,39593940.96,1751884936,50165390310,2019-06-15T19:57:09.0995140Z,2020-08-05T14:37:53.9579664Z,2019-02-22T17:10:59.0000000Z,2021-05-20T17:30:04.0966667Z
GM55,https://www.55.com/,55 Global Markets,2019-08-28,2020-03-09,2019-10-01T17:24:48.7546688Z,2020-03-09T02:42:29.9170538Z,53,0,0,0,2019-10-01T17:24:48.7546688Z,2020-03-09T02:42:29.9170538Z,2019-08-28T23:41:02.2210000Z,2020-03-09T02:43:40.5170000Z
CPATEX,https://c-patex.com/,C-Patex,2017-12-18,2021-05-20,2019-04-08T15:17:55.4599973Z,2021-05-20T17:42:23.7293230Z,237,405.48,177367226238,20216137346162,2019-04-08T15:17:55.4599973Z,2020-08-05T14:38:18.9028200Z,2017-12-18T17:36:08.0000000Z,2021-05-20T17:30:04.0966667Z
ETOROX,https://www.etorox.com/,eToroX,2021-03-02,2021-05-20,2021-03-02T17:59:32.2830000Z,2021-05-20T17:42:25.7830000Z,32,12155552.71,546279428.7,7879009358,2019-04-08T15:17:55.4599973Z,2020-08-05T14:38:18.9028200Z,2021-03-02T17:59:53.8400000Z,2021-05-20T17:30:04.0966667Z
STELLARPORT,https://stellarport.io/,Stellarport,2019-10-01,2020-05-30,2019-10-01T17:28:13.0372611Z,2020-05-30T23:13:33.8370847Z,1587,0,0,0,2019-10-01T17:28:13.0372611Z,2020-05-30T23:13:33.8370847Z,2021-03-02T17:59:53.8400000Z,2021-05-20T17:30:04.0966667Z
WHITEBIT,https://whitebit.com/,WhiteBit,2019-08-12,2021-05-20,2019-10-01T17:47:42.7491926Z,2021-05-20T17:42:41.7911932Z,428,11931686.39,376762167.8,9905676296,2019-10-01T17:47:42.7491926Z,2020-08-05T14:37:28.3766411Z,2019-08-12T13:42:51.4620000Z,2021-05-20T17:30:04.0966667Z
COINSQUARE,https://coinsquare.com/,Coinsquare,2019-08-12,2021-05-20,2019-10-01T17:47:42.7491926Z,2021-05-20T17:42:41.7911932Z,21,0,0,0,2019-10-01T17:47:42.7491926Z,2020-08-05T14:37:28.3766411Z,2019-08-12T13:42:51.4620000Z,2021-05-20T17:30:04.0966667Z
BITPANDAPRO,https://www.bitpanda.com/en/pro,Bitpanda Pro,2020-05-05,2021-05-20,2020-05-05T13:00:48.1306613Z,2021-05-20T17:42:52.3046907Z,23,457075.11,22058818.16,388621082.5,2020-05-05T13:00:48.1306613Z,2020-08-05T14:37:06.7437058Z,2021-01-27T00:04:23.7680000Z,2021-05-20T17:30:04.0966667Z
SHORTEX,https://shortex.net/,Shortex ,2020-05-05,2020-10-26,2020-05-05T13:01:09.8265289Z,2020-10-26T15:49:04.9320112Z,30,0,0,0,2020-05-05T13:01:09.8265289Z,2020-08-03T12:39:13.2983541Z,2020-05-05T13:18:17.0000000Z,2020-10-26T15:46:18.0000000Z
FTX,https://ftx.com/,FTX,2020-02-27,2021-05-20,2020-02-27T12:54:29.3219825Z,2021-05-20T17:42:51.5535846Z,1039,1222670541,28971599578,500562073160,2020-02-27T12:54:29.3219825Z,2020-08-05T14:37:08.6664588Z,2020-02-27T12:54:49.9301400Z,2021-05-20T17:30:04.0966667Z
LUKKI,https://lukki.io/,Lukki Exchange,2020-05-05,2021-04-02,2020-02-27T12:54:29.3219825Z,2021-05-20T17:42:51.5535846Z,122,0,0,201925838.2,2020-02-27T12:54:29.3219825Z,2020-08-05T14:37:08.6664588Z,2020-05-05T13:19:59.4944225Z,2021-04-02T11:17:03.9136020Z
BITINKA,https://www.bitinka.com/,Bitinka,2019-02-08,2021-05-20,2019-02-08T07:47:15.6160385Z,2021-05-20T17:41:57.3937588Z,407,0,0,0,2019-02-08T07:47:15.6160385Z,2020-08-05T14:37:11.8780509Z,2020-05-05T13:19:59.4944225Z,2021-04-02T11:17:03.9136020Z
BITFOREX,https://bitforex.com/,BitForex,2018-09-04,2021-05-20,2018-10-13T17:03:50.8150924Z,2021-05-20T17:42:40.7909434Z,606,87120479433,110117733770788,3.30705E+15,2018-10-13T17:03:50.8150924Z,2020-08-05T14:37:06.7472218Z,2018-09-04T17:03:38.8780000Z,2021-05-20T17:30:04.0966667Z
BITSANE,https://bitsane.com/,Bitsane,2018-01-08,2019-06-17,2019-04-08T15:18:18.8301553Z,2019-06-17T11:22:58.1901039Z,146,0,0,0,2019-04-08T15:18:18.8301553Z,2019-06-17T11:22:58.1901039Z,2018-01-08T01:17:20.0000000Z,2019-06-17T11:15:55.0000000Z
BBX,https://bbx.com/,BBX,2019-04-16,2021-05-20,2019-04-16T18:37:21.9447736Z,2021-05-20T17:42:37.5912532Z,53,60544391381,1347940740308,34271047984280,2019-04-16T18:37:21.9447736Z,2020-08-05T14:37:32.7222904Z,2019-04-24T10:43:39.2112112Z,2021-05-20T17:30:04.0966667Z
NERAEXPRO,https://neraex.pro/,Neraex,2019-10-01,2019-11-26,2019-10-01T17:26:58.6632937Z,2019-11-26T10:07:52.1875815Z,17,0,0,0,2019-10-01T17:26:58.6632937Z,2019-11-26T10:07:52.1875815Z,2019-10-01T17:27:25.0000000Z,2019-11-26T10:07:50.0000000Z
MERCATOX,https://mercatox.com,MERCATOX,2018-10-15,2021-05-20,2018-10-15T09:25:26.8771992Z,2021-05-20T17:35:50.9405306Z,788,0,0,0,2018-10-15T09:25:26.8771992Z,2020-08-05T14:38:05.0502632Z,2019-10-01T17:27:25.0000000Z,2019-11-26T10:07:50.0000000Z
LXDX,https://www.lxdx.co,LXDX,2019-04-18,2019-10-29,2019-04-18T12:44:36.0137903Z,2019-10-29T12:59:28.1318347Z,6,0,0,0,2019-04-18T12:44:36.0137903Z,2019-10-29T12:59:28.1318347Z,2019-04-18T18:16:48.5820000Z,2019-06-29T23:56:38.4060000Z
EXX,https://www.exx.com/,EXX,2018-07-21,2020-09-01,2018-10-17T07:33:03.0000000Z,2020-09-01T14:45:40.0000000Z,342,0,0,0,2018-10-17T07:33:03.0000000Z,2019-10-29T09:52:34.0000000Z,2018-07-21T12:25:57.0000000Z,2020-09-01T14:45:19.0000000Z
GDAC,https://www.gdac.com/,GDAC,2019-10-01,2021-05-20,2019-10-01T17:25:23.5736614Z,2021-05-20T17:42:48.4119767Z,57,5684723.79,180207880.4,6337467518,2019-10-01T17:25:23.5736614Z,2020-08-05T14:37:05.5041665Z,2019-10-01T17:25:29.0000000Z,2021-05-20T17:30:04.0966667Z
BW,https://www.bw.com/,BW,2019-02-21,2021-05-20,2019-02-21T13:42:50.9700312Z,2021-05-20T17:42:37.0000000Z,414,29688252.28,885274154.9,16403026852,2019-02-21T13:42:50.9700312Z,2020-08-05T14:37:18.0000000Z,2019-02-21T13:42:47.0000000Z,2021-05-20T17:30:04.0966667Z
BINANCEFTSCUAT,https://www.binance.com/,Binance Futures Testnet (Coin/fapi),2020-08-04,2021-05-20,2020-08-04T11:26:08.7467945Z,2021-05-20T17:37:43.5140000Z,72,0,0,0,2019-02-21T13:42:50.9700312Z,2020-08-05T14:37:18.0000000Z,2020-08-04T11:26:08.3450000Z,2021-05-20T17:30:04.0966667Z
HBTC,https://www.hbtc.com/,HBTC,2020-05-05,2021-05-20,2020-05-05T17:05:00.4421229Z,2021-05-20T17:42:23.3538064Z,438,1718985217,53570745974,1578087529269,2020-05-05T17:05:00.4421229Z,2020-08-05T14:37:25.0943341Z,2020-05-05T17:04:56.5250000Z,2021-05-20T17:30:04.0966667Z
RIGHTBTC,https://www.rightbtc.com/,RIGHTBTC,2019-04-18,2021-05-20,2019-04-18T09:51:49.0932046Z,2021-05-20T17:42:13.8935356Z,72,26528646.49,692489101.2,20183056145,2019-04-18T09:51:49.0932046Z,2020-08-05T14:37:46.8447783Z,2019-04-22T00:43:42.1750000Z,2021-05-20T17:30:04.0966667Z
FREIEXCHANGE,https://freiexchange.com/,FreiExchange,2019-10-01,2020-07-28,2019-10-01T15:06:20.3857783Z,2020-07-28T15:12:53.4807206Z,249,0,0,0,2019-10-01T15:06:20.3857783Z,2020-07-28T15:12:53.4807206Z,2019-04-22T00:43:42.1750000Z,2021-05-20T17:30:04.0966667Z
LOCALTRADE,https://localtrade.cc/,LocalTrade,2019-10-01,2021-04-29,2019-10-01T17:43:34.3583744Z,2021-04-29T09:22:24.4932765Z,138,0,0,0,2019-10-01T17:43:34.3583744Z,2020-08-05T14:37:38.9118373Z,2019-04-22T00:43:42.1750000Z,2021-05-20T17:30:04.0966667Z
BINANCEFTSC,https://www.binance.com/,Binance Futures (Coin/fapi),2020-08-05,2021-05-20,2020-08-05T11:23:05.7002929Z,2021-05-20T17:38:00.6350000Z,70,315962481896,9356845636919,184642672106989,2020-08-05T11:42:37.9971813Z,2020-08-05T14:37:37.0120000Z,2020-08-05T11:23:04.6340000Z,2021-05-20T17:30:04.0966667Z
COINRATE,https://coinrate.net/,Coinrate,2019-10-01,2020-03-20,2019-10-01T17:22:21.2092848Z,2020-03-20T19:29:57.6072267Z,5,0,0,0,2019-10-01T17:22:21.2092848Z,2020-03-20T19:29:57.6072267Z,2020-08-05T11:23:04.6340000Z,2021-05-20T17:30:04.0966667Z
COINSPOT,https://www.coinspot.com.au/,CoinSpot,2019-08-28,2021-05-20,2019-08-28T12:26:19.5200249Z,2021-05-20T17:42:25.4877434Z,14,0,0,0,2019-08-28T12:26:19.5200249Z,2020-08-05T14:37:30.6455145Z,2020-08-05T11:23:04.6340000Z,2021-05-20T17:30:04.0966667Z
CROSSEXCHANGE,https://www.crossexchange.io,CROSS exchange,2020-05-05,2021-05-20,2020-05-05T13:01:30.7450935Z,2021-05-20T17:32:30.2433445Z,55,1163263.51,32553100.06,877198090.3,2020-05-05T13:01:30.7450935Z,2020-08-05T14:37:03.5323331Z,2020-05-05T13:01:39.0000000Z,2021-05-20T17:30:04.0966667Z
HBDM,https://www.hbdm.com/,Huobi DM,2019-07-29,2021-05-20,2019-07-29T23:14:19.8635260Z,2021-05-20T17:42:49.9985617Z,1102,13431483845793,345387742378164,8.55386E+15,2019-07-29T23:14:19.8635260Z,2020-08-05T14:37:20.2915807Z,2019-07-29T23:14:20.0670000Z,2021-05-20T17:30:04.0966667Z
BITHUMBPRO,https://www.bithumb.pro/,Bithumb Global,2019-10-01,2021-05-20,2019-10-01T17:19:26.0681083Z,2021-05-20T17:42:55.0397663Z,378,10457559.29,1495333406,394292111945,2019-10-01T17:19:26.0681083Z,2020-08-05T14:37:06.8527754Z,2019-10-01T17:19:26.0000000Z,2021-05-20T17:30:04.0966667Z
BTSE,https://www.btse.com/,BTSE,2020-05-15,2021-05-20,2020-05-15T00:21:49.5017120Z,2021-05-20T17:42:53.4590512Z,557,0,0,0,2020-05-15T00:21:49.5017120Z,2020-08-05T14:37:15.0747649Z,2019-10-01T17:19:26.0000000Z,2021-05-20T17:30:04.0966667Z
BYBIT,https://www.bybit.com/,Bybit,2019-10-01,2021-05-20,2020-01-01T02:33:23.6004701Z,2021-05-20T17:42:08.1880793Z,17,759374461.8,22590528162,539403705124,2020-01-01T02:33:23.6004701Z,2020-08-05T14:37:25.1924909Z,2019-10-01T00:00:00.7190000Z,2021-05-20T17:30:04.0966667Z
COSS,https://www.coss.io/,COSS,2018-12-07,2020-01-07,2019-04-08T15:18:19.4240000Z,2020-01-07T12:24:01.1100000Z,357,0,0,0,2019-04-08T15:18:19.4240000Z,2020-01-07T12:24:01.1100000Z,2018-12-07T07:16:05.4320000Z,2020-01-07T12:19:12.4380000Z
CPDAX,https://www.cpdax.com/,CPDAX,2019-10-03,2020-11-30,2019-10-03T16:47:47.1334736Z,2020-11-30T05:54:15.7484829Z,35,0,0,0,2019-10-03T16:47:47.1334736Z,2020-08-05T14:37:51.9173186Z,2019-10-03T04:17:57.0000000Z,2020-11-29T22:19:52.0000000Z
TOKENS,https://www.tokens.net/,Tokens.net,2019-10-01,2021-02-16,2019-10-01T17:28:46.7499049Z,2021-02-16T11:14:18.0016893Z,98,0,0,0,2019-10-01T17:28:46.7499049Z,2020-08-05T14:36:51.8682981Z,2019-10-01T17:28:43.0000000Z,2021-02-16T10:59:15.0000000Z
ICE3X,https://ice3x.com/,iCE3X,2019-05-04,2021-04-08,2019-05-05T07:11:44.8183536Z,2021-04-08T16:55:07.0986948Z,26,0,0,0,2019-05-05T07:11:44.8183536Z,2020-08-05T14:37:21.3635916Z,2019-05-04T17:55:31.0000000Z,2021-03-16T12:16:17.0000000Z
CRYPTONBTC,https://cryptonbtc.com/,Crypton,2018-08-27,2021-01-13,2019-04-08T15:29:02.1642974Z,2021-01-13T23:43:43.0250018Z,62,0,0,0,2019-04-08T15:29:02.1642974Z,2020-08-05T11:51:03.5015864Z,2018-08-27T02:08:57.5597020Z,2019-05-14T16:07:49.8054930Z
BITCOINTRADE,https://www.bitcointrade.com.br/,BitcoinTrade,2019-10-01,2021-05-20,2019-10-01T17:19:15.5446323Z,2021-05-20T17:30:00.9400000Z,5,235306.4,2648452.02,43538167.81,2019-10-01T17:19:15.5446323Z,2020-08-05T14:37:55.1169844Z,2019-10-02T02:28:46.7200000Z,2021-05-20T17:30:04.0966667Z
